,object,state,file,split,pid
209,bottle,"inhand,open",00021608_P20_04_130591_130981_1_-2_6.jpg,test,P20
210,bottle,inhand,00021608_P20_04_130591_130981_1_-2_0.jpg,test,P20
211,bottle,inhand,00021585_P30_05_186181_186361_0_-1_2.jpg,test,P30
212,bottle,"close,inhand",00021238_P03_02_10591_10801_1_-1_1.jpg,train,P03
213,bottle,"close,inhand",00021585_P30_05_186181_186361_0_-1_0.jpg,test,P30
214,bottle,"close,inhand",00021238_P03_02_10591_10801_1_-1_0.jpg,train,P03
215,bottle,"open,inhand",00021799_P03_28_301_1141_1_-1_20.jpg,train,P03
216,bottle,"inhand,close",00021238_P03_02_10591_10801_1_-1_2.jpg,train,P03
217,bottle,"inhand,open",00021238_P03_02_10591_10801_1_-1_3.jpg,train,P03
218,bottle,"close,outofhand",00021062_P03_19_8011_8131_0_-1_0.jpg,train,P03
219,bottle,"close,inhand",00021047_P03_28_3691_4171_1_-2_6.jpg,train,P03
220,bottle,"close,inhand",00021047_P03_28_3691_4171_1_-2_8.jpg,train,P03
221,bottle,"close,outofhand",00021047_P03_28_3691_4171_1_-2_4.jpg,train,P03
222,bottle,"close,outofhand",00021062_P03_19_8011_8131_0_-1_1.jpg,train,P03
223,bottle,open,00020764_P22_14_1561_1621_0_-1_0.jpg,validation,P22
224,bottle,"outofhand,close",00020839_P22_08_42481_42541_0_-1_0.jpg,validation,P22
225,bottle,"open,outofhand",00020839_P22_08_42481_42541_0_-1_1.jpg,validation,P22
226,bottle,"close,outofhand",00021047_P03_28_3691_4171_1_-2_2.jpg,train,P03
227,bottle,"outofhand,open",00020517_P22_17_14551_14761_1_-1_3.jpg,validation,P22
228,bottle,"open,outofhand",00020611_P02_09_2731_3391_1_-2_4.jpg,test,P02
229,bottle,"close,outofhand",00020517_P22_17_14551_14761_1_-1_0.jpg,validation,P22
230,bottle,"close,inhand",00020489_P22_12_31231_31381_1_-2_1.jpg,validation,P22
231,bottle,inhand,00020517_P22_17_14551_14761_1_-1_2.jpg,validation,P22
232,bottle,"close,inhand",00020489_P22_12_31231_31381_1_-2_0.jpg,validation,P22
233,bottle,"open,inhand",00020236_P22_17_15181_15421_1_-1_3.jpg,validation,P22
234,bottle,inhand,00020236_P22_17_15181_15421_1_-1_4.jpg,validation,P22
235,bottle,"open,inhand",00020517_P22_17_14551_14761_1_-1_4.jpg,validation,P22
236,bottle,"open,inhand",00020236_P22_17_15181_15421_1_-1_2.jpg,validation,P22
237,bottle,inhand,00020193_P20_04_131191_131551_0_-2_6.jpg,test,P20
238,bottle,"open,inhand",00020236_P22_17_15181_15421_1_-1_1.jpg,validation,P22
239,bottle,outofhand,00019978_P24_08_5641_5731_0_-1_2.jpg,test,P24
240,bottle,"close,inhand",00020193_P20_04_131191_131551_0_-2_2.jpg,test,P20
241,bottle,"open,inhand",00020227_P22_17_56491_56701_1_-2_0.jpg,validation,P22
242,bottle,"close,outofhand",00019978_P24_08_5641_5731_0_-1_1.jpg,test,P24
243,bottle,"open,inhand",00020236_P22_17_15181_15421_1_-1_0.jpg,validation,P22
244,bottle,"inhand,open",00020193_P20_04_131191_131551_0_-2_0.jpg,test,P20
245,bottle,"open,inhand",00019960_P03_02_7261_7921_1_-1_12.jpg,train,P03
246,bottle,outofhand,00019978_P24_08_5641_5731_0_-1_0.jpg,test,P24
247,bottle,"inhand,open",00019960_P03_02_7261_7921_1_-1_16.jpg,train,P03
248,bottle,"open,inhand",00019960_P03_02_7261_7921_1_-1_8.jpg,train,P03
249,bottle,"open,inhand",00019960_P03_02_7261_7921_1_-1_4.jpg,train,P03
250,bottle,"inhand,close",00020023_P15_10_7711_7891_1_-1_1.jpg,test,P15
251,bottle,"open,inhand",00019960_P03_02_7261_7921_1_-1_0.jpg,train,P03
252,bottle,"close,inhand",00019882_P24_08_15061_15571_1_-2_12.jpg,test,P24
253,bottle,"open,inhand",00019882_P24_08_15061_15571_1_-2_3.jpg,test,P24
254,bottle,"close,inhand",00019835_P24_05_25261_25681_1_-2_6.jpg,test,P24
255,bottle,"open,inhand",00019882_P24_08_15061_15571_1_-2_6.jpg,test,P24
256,bottle,"close,inhand",00019835_P24_05_25261_25681_1_-2_8.jpg,test,P24
257,bottle,"open,inhand",00019882_P24_08_15061_15571_1_-2_0.jpg,test,P24
258,bottle,"open,inhand",00019835_P24_05_25261_25681_1_-2_2.jpg,test,P24
259,bottle,"open,inhand",00019515_P24_05_45181_45481_0_-2_4.jpg,test,P24
260,bottle,"close,outofhand",00019773_P22_14_2191_2251_0_-1_1.jpg,validation,P22
261,bottle,"outofhand,close",00019773_P22_14_2191_2251_0_-1_0.jpg,validation,P22
262,bottle,"open,inhand",00019515_P24_05_45181_45481_0_-2_2.jpg,test,P24
263,bottle,"open,inhand",00019644_P22_10_36661_36721_0_-1_0.jpg,validation,P22
264,bottle,inhand,00019500_P03_09_2221_2581_0_-1_3.jpg,train,P03
265,bottle,"close,inhand",00019500_P03_09_2221_2581_0_-1_1.jpg,train,P03
266,bottle,"close,inhand",00019500_P03_09_2221_2581_0_-1_0.jpg,train,P03
267,bottle,"close,inhand",00019500_P03_09_2221_2581_0_-1_4.jpg,train,P03
268,bottle,"open,inhand",00019515_P24_05_45181_45481_0_-2_0.jpg,test,P24
269,bottle,"close,inhand",00019500_P03_09_2221_2581_0_-1_2.jpg,train,P03
270,bottle,"inhand,open",00019515_P24_05_45181_45481_0_-2_1.jpg,test,P24
271,bottle,"close,inhand",00019497_P22_17_47401_47521_0_-2_0.jpg,validation,P22
272,bottle,"close,inhand",00019325_P22_05_151_391_0_-2_4.jpg,validation,P22
273,bottle,"close,outofhand",00019325_P22_05_151_391_0_-2_2.jpg,validation,P22
274,bottle,outofhand,00019497_P22_17_47401_47521_0_-2_1.jpg,validation,P22
275,bottle,"close,inhand",00019325_P22_05_151_391_0_-2_3.jpg,validation,P22
276,bottle,"close,inhand",00019151_P01_17_67861_67981_0_-1_0.jpg,train,P01
277,bottle,outofhand,00019325_P22_05_151_391_0_-2_0.jpg,validation,P22
278,bottle,"open,outofhand",00019325_P22_05_151_391_0_-2_1.jpg,validation,P22
279,bottle,"open,inhand",00019151_P01_17_67861_67981_0_-1_2.jpg,train,P01
280,bottle,"close,inhand",00018775_P05_03_6991_7561_0_-1_3.jpg,validation,P05
281,bottle,"close,inhand",00019151_P01_17_67861_67981_0_-1_1.jpg,train,P01
282,bottle,"close,inhand",00018775_P05_03_6991_7561_0_-1_0.jpg,validation,P05
283,bottle,outofhand,00018520_P22_14_35671_35731_0_-1_1.jpg,validation,P22
284,bottle,"inhand,close",00018775_P05_03_6991_7561_0_-1_12.jpg,validation,P05
285,bottle,"close,outofhand",00018520_P22_14_35671_35731_0_-1_0.jpg,validation,P22
286,bottle,"close,outofhand",00018084_P08_18_10141_10591_0_-2_8.jpg,train,P08
287,bottle,"close,inhand",00018084_P08_18_10141_10591_0_-2_2.jpg,train,P08
288,bottle,"open,inhand",00018007_P07_09_19891_20161_0_-2_4.jpg,validation,P07
289,bottle,"close,inhand",00018775_P05_03_6991_7561_0_-1_6.jpg,validation,P05
290,bottle,"close,outofhand",00018084_P08_18_10141_10591_0_-2_4.jpg,train,P08
291,bottle,"close,inhand",00018460_P03_19_13981_14131_0_-1_0.jpg,train,P03
292,bottle,"open,inhand",00017863_P30_05_130141_130351_1_-1_2.jpg,test,P30
293,bottle,"open,inhand",00018007_P07_09_19891_20161_0_-2_0.jpg,validation,P07
294,bottle,"close,inhand",00017863_P30_05_130141_130351_1_-1_1.jpg,test,P30
295,bottle,"close,inhand",00018460_P03_19_13981_14131_0_-1_1.jpg,train,P03
296,bottle,"close,inhand",00017585_P08_26_7021_7321_1_-1_2.jpg,train,P08
297,bottle,inhand,00017863_P30_05_130141_130351_1_-1_0.jpg,test,P30
298,bottle,"close,inhand",00017585_P08_26_7021_7321_1_-1_3.jpg,train,P08
299,bottle,"close,outofhand",00017585_P08_26_7021_7321_1_-1_4.jpg,train,P08
300,bottle,"close,outofhand",00017539_P22_15_35821_35881_0_-1_1.jpg,validation,P22
301,bottle,"close,inhand",00017585_P08_26_7021_7321_1_-1_0.jpg,train,P08
302,bottle,"inhand,open",00017368_P08_07_781_991_1_-2_4.jpg,train,P08
303,bottle,"close,outofhand",00017539_P22_15_35821_35881_0_-1_0.jpg,validation,P22
304,bottle,inhand,00017368_P08_07_781_991_1_-2_3.jpg,train,P08
305,bottle,"inhand,open",00017383_P03_09_2041_2131_0_-1_2.jpg,train,P03
306,bottle,"close,inhand",00017482_P30_05_130051_130081_0_-1_0.jpg,test,P30
307,bottle,"close,outofhand",00017185_P03_10_1411_1591_0_-1_1.jpg,train,P03
308,bottle,"open,inhand",00017368_P08_07_781_991_1_-2_1.jpg,train,P08
309,bottle,"open,inhand",00017368_P08_07_781_991_1_-2_2.jpg,train,P08
310,bottle,"outofhand,close",00016857_P24_08_14821_14941_0_-2_1.jpg,test,P24
311,bottle,"outofhand,close",00016989_P22_05_28291_28381_0_-1_1.jpg,validation,P22
312,bottle,"close,inhand",00016857_P24_08_14821_14941_0_-2_2.jpg,test,P24
313,bottle,"outofhand,close",00017185_P03_10_1411_1591_0_-1_0.jpg,train,P03
314,bottle,"close,outofhand",00016989_P22_05_28291_28381_0_-1_0.jpg,validation,P22
315,bottle,"close,outofhand",00016989_P22_05_28291_28381_0_-1_2.jpg,validation,P22
316,bottle,open,00016746_P05_03_6061_6241_0_-1_2.jpg,validation,P05
317,bottle,outofhand,00016847_P31_05_18271_18601_1_-1_1.jpg,test,P31
